index,title,budget,genres,id,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count
1295,Against the Ropes,39000000,Romance Drama,8842,en,2.817364,20-02-04,6614280,106,4.5,32
1296,Superman III,39000000,Comedy Action Adventure Fantasy Science Fiction,9531,en,22.164202,17-06-83,75850624,125,5.3,490
1297,Grudge Match,40000000,Comedy,64807,en,21.362949,25-12-13,44907260,113,6,433
1298,Red Cliff,80341000,Adventure Drama Action,12289,zh,14.8375,10-07-08,127814609,150,7.1,205
1299,Sweet Home Alabama,30000000,Comedy Romance,11529,en,18.256028,26-09-02,180622424,108,6,394
1300,The Ugly Truth,38000000,Comedy Romance,20943,en,22.332927,24-07-09,205298907,96,6.4,972
1301,Sgt. Bilko,0,Comedy Family,9099,en,5.417787,29-03-96,0,90,5.5,94
1302,Spy Kids 2: The Island of Lost Dreams,38000000,Action Adventure Family,9488,en,24.085144,07-08-02,119723358,100,5.3,521
1303,Star Trek: Generations,38000000,Science Fiction Action Adventure Thriller,193,en,14.779041,17-11-94,120000000,118,6.4,452
1304,The Grandmaster,3860000,Action Drama History,44865,zh,19.947265,08-01-13,64076736,130,6.3,273
1305,Water for Elephants,38000000,Drama Romance,55787,en,16.801218,15-03-11,114156230,120,6.7,850
1306,Dragon Nest: Warriors' Dawn,40000000,Adventure Family Fantasy Animation,257932,zh,5.057695,20-05-14,0,88,6.8,19
1307,The Hurricane,50000000,Drama,10400,en,20.825781,17-09-99,73956241,146,7.2,396
1308,Enough,38000000,Drama Thriller,1957,en,11.500783,24-05-02,51801187,114,6.2,264
1309,Heartbreakers,35000000,Crime Comedy Romance,10833,en,13.932203,23-03-01,0,123,5.7,254
1310,Paul Blart: Mall Cop 2,38000000,Action Comedy Family,256961,en,41.258487,16-04-15,107597242,94,5,567
1311,Angel Eyes,53000000,Drama Romance Thriller,5852,en,6.454634,15-05-01,29700000,102,5.6,88
1312,Joe Somebody,38000000,Comedy,12312,en,5.257009,21-12-01,0,99,5.5,40
1313,The Ninth Gate,38000000,Horror Mystery Thriller,622,en,30.359164,24-08-99,58401898,133,6.3,756
1314,Extreme Measures,38000000,Drama Thriller,11306,en,3.426555,27-09-96,17380126,118,5.7,80
1315,Rock Star,57000000,Music Drama Comedy,12508,en,11.60815,04-09-01,16991902,105,6,190
1316,Precious,10000000,Drama,25793,en,18.664624,06-11-09,47536959,110,6.9,417
1317,White Squall,38000000,Action Drama,10534,en,10.047579,02-02-96,10300000,129,6.3,86
1318,The Thing,15000000,Horror Mystery Science Fiction,1091,en,52.731379,25-06-82,19629760,109,7.8,1588
1319,Riddick,38000000,Science Fiction Action Thriller,87421,en,46.630062,02-09-13,98337295,119,6.2,2035
1320,Switchback,37000000,Action Adventure Mystery Thriller,10871,en,4.131546,31-10-97,6482195,118,5.8,52
1321,Texas Rangers,0,Action Western,13503,en,5.641978,30-11-01,0,110,5.4,19
1322,City of Ember,55000000,Adventure Family Fantasy,13600,en,23.465539,07-10-08,17869048,90,6.2,605
1323,The Master,32000000,Drama,68722,en,25.682509,07-09-12,28258060,137,7,701
1324,Virgin Territory,38000000,Adventure Action Comedy Romance,14324,en,6.760922,17-12-07,5410749,93,4.3,75
1325,The Express,40000000,Drama,14325,en,3.87823,10-10-08,9793496,130,7.1,71
1326,The 5th Wave,38000000,Adventure Science Fiction,299687,en,57.889964,14-01-16,109906372,112,5.6,1945
1327,Creed,37000000,Drama,312221,en,57.773583,25-11-15,173567581,133,7.3,1915
1328,The Town,37000000,Crime Drama Thriller,23168,en,24.218358,15-09-10,154026136,125,7,1468
1329,What to Expect When You're Expecting,40000000,Romance Comedy Drama,76494,en,27.009723,17-05-12,79700000,110,5.8,594
1330,Burn After Reading,37000000,Comedy Drama,4944,en,31.941347,05-09-08,163720069,96,6.5,1222
1331,Nim's Island,37000000,Adventure Comedy Family Fantasy,10488,en,14.353279,03-04-08,100076342,96,5.6,330
1332,Rush,38000000,Drama Action,96721,en,33.003828,02-09-13,90247624,123,7.7,2277
1333,Magnolia,37000000,Drama,334,en,30.993736,08-12-99,48451803,188,7.5,825
1334,Cop Out,30000000,Action Comedy Crime,23742,en,25.825771,26-02-10,55583804,107,5.3,511
1335,How to Be Single,38000000,Comedy Romance,259694,en,46.078371,21-01-16,112343513,110,5.9,1201
1336,Dolphin Tale,37000000,Drama Family,62837,en,6.63839,23-09-11,95404397,113,6.7,163
1337,Twilight,37000000,Adventure Fantasy Drama Romance,8966,en,127.084938,20-11-08,392616625,122,5.8,3561
1338,John Q,36000000,Drama Thriller Crime,8470,en,27.465433,15-02-02,102244770,116,7,594
1339,Blue Streak,65000000,Action Comedy Crime,11001,en,16.865782,17-09-99,117758500,93,6.1,352
1340,We're the Millers,37000000,Comedy Crime,138832,en,100.348805,07-08-13,269994119,110,6.8,2972
1341,The Inhabited Island,36500000,Action Fantasy Science Fiction Thriller,16911,ru,2.785832,18-12-08,21834845,115,5.3,23
1342,Breakdown,36000000,Drama Action Thriller,2163,en,9.176339,02-05-97,50159144,95,6.6,198
1343,Never Say Never Again,36000000,Adventure Action Thriller,36670,en,23.380757,07-10-83,160000000,134,5.8,338
1344,Hot Tub Time Machine,36000000,Science Fiction Comedy Adventure,23048,en,33.926473,26-03-10,64572262,101,6,894
1345,Dolphin Tale 2,36000000,Family Drama,227735,en,6.967857,12-09-14,52424533,107,6.7,96
1346,Reindeer Games,42000000,Thriller,2155,en,11.470135,25-02-00,32168970,124,5.4,173
1347,A Man Apart,36000000,Action Drama,8409,en,19.854932,04-04-03,44350926,109,5.8,258
1348,Aloha,37000000,Drama Comedy Romance,222936,en,29.652536,27-05-15,26250020,105,5.2,692
1349,Ghosts of Mississippi,0,History Drama,31908,en,8.102925,20-12-96,0,130,6.2,40
1350,Snow Falling on Cedars,0,Drama Romance,10219,en,2.79483,22-12-99,0,127,6.3,32
1351,The Rite,37000000,Drama Thriller Horror,48171,en,11.492474,28-01-11,96047633,114,5.8,556
1352,Gattaca,36000000,Thriller Science Fiction Mystery Romance,782,en,70.398356,07-09-97,12532777,106,7.5,1808
1353,Isn't She Great,36000000,Drama Comedy,75531,de,1.068453,28-01-00,3003296,95,4.6,14
1354,Space Chimps,37000000,Animation Family,11802,en,6.293217,17-07-08,63800345,81,5.2,99
1355,Head of State,0,Comedy,9776,en,3.457194,01-01-03,0,95,5.3,71
1356,The Hangover,35000000,Comedy,18785,en,82.21166,05-06-09,459270619,100,7.2,6173
1357,Ip Man 3,36000000,Action Drama History,365222,cn,19.167377,19-12-15,156844753,105,6.5,379
1358,Austin Powers: The Spy Who Shagged Me,33000000,Adventure Comedy Crime Science Fiction,817,en,18.316151,08-06-99,310940086,95,6.2,1011
1359,Batman,35000000,Fantasy Action,268,en,44.104469,23-06-89,411348924,126,7,2096
1360,There Be Dragons,0,Drama,45054,en,6.668679,25-03-11,0,112,5.9,27
1361,Lethal Weapon 3,35000000,Adventure Action Comedy Thriller Crime,943,en,36.172182,15-05-92,321731527,118,6.4,811
1362,The Blind Side,29000000,Drama,22881,en,25.767395,20-11-09,309208309,129,7.2,1597
1363,Spy Kids,35000000,Action Comedy Family Adventure,10054,en,21.543389,18-03-01,147934180,88,5.5,867
1364,Horrible Bosses,35000000,Comedy Crime,51540,en,50.309843,08-07-11,117000000,98,6.5,2277
1365,True Grit,38000000,Drama Adventure Western,44264,en,49.292384,22-12-10,252276927,110,7.2,1668
1366,The Devil Wears Prada,35000000,Comedy Drama Romance,350,en,83.893257,30-06-06,326551094,109,7,3088
1367,Star Trek: The Motion Picture,35000000,Science Fiction Adventure Mystery,152,en,24.616634,06-12-79,139000000,132,6.2,530
1368,Identity Thief,35000000,Comedy Crime,109431,en,34.005726,07-02-13,173965010,111,5.6,1645
1369,Cape Fear,35000000,Crime Thriller,1598,en,27.714043,15-11-91,182300000,128,7,675
1370,21,35000000,Drama Crime,8065,en,45.149948,27-03-08,69823199,123,6.5,1375
1371,Trainwreck,35000000,Comedy,271718,en,72.774941,17-07-15,140795793,125,5.9,1181
1372,Guess Who,35000000,Comedy Romance,11638,en,3.74263,25-03-05,68915888,105,5.5,225
1373,The English Patient,27000000,Drama Romance War,409,en,29.381878,14-11-96,231976425,162,7,542
1374,L.A. Confidential,35000000,Crime Drama Mystery Thriller,2118,en,24.860326,19-09-97,126216940,138,7.7,1310
1375,Sky High,35000000,Adventure Comedy Family,11459,en,11.041659,29-07-05,86369815,100,5.8,550
1376,In & Out,35000000,Comedy Romance,10806,en,11.897925,10-09-97,0,90,6.3,177
1377,Species,35000000,Science Fiction Horror Action,9348,en,23.607071,07-07-95,113374103,108,5.5,453
1378,A Nightmare on Elm Street,1800000,Horror,377,en,38.204158,14-11-84,25504513,91,7.2,1180
1379,The Cell,33000000,Horror Science Fiction Thriller,8843,en,25.413955,17-08-00,104155843,107,6,436
1380,The Man in the Iron Mask,0,Action Adventure Drama,9313,en,28.98027,12-03-98,0,132,6.3,1018
1381,Secretariat,35000000,Drama,39486,en,9.525037,20-08-10,60251371,123,6.8,103
1382,TMNT,34000000,Adventure Animation Comedy Family,1273,en,18.39217,23-03-07,95608995,90,6,345
1383,Radio,32000000,Drama,13920,en,9.254647,24-10-03,52277485,109,6.8,141
1384,Friends with Benefits,35000000,Romance Comedy,50544,en,40.526587,21-07-11,150483765,109,6.5,2237
1385,Neighbors 2: Sorority Rising,35000000,Comedy,325133,en,50.179171,04-05-16,108758521,91,5.6,1462
1386,Saving Mr. Banks,35000000,Comedy Drama History,140823,en,31.957947,16-11-13,112544580,125,7.3,1226
1387,Malcolm X,34000000,Drama History,1883,en,19.822791,18-11-92,48169908,202,7.2,370
1388,This Is 40,35000000,Comedy,89492,en,38.429648,20-12-12,88058786,134,5.6,896
1389,Old Dogs,35000000,Comedy Family,22949,en,13.707843,24-11-09,92219310,88,5.2,210
1390,Underworld: Rise of the Lycans,35000000,Fantasy Action Adventure Science Fiction Thriller,12437,en,51.927471,22-01-09,91353501,92,6.2,1428
1391,License to Wed,35000000,Comedy,2959,en,14.503568,04-07-07,69307224,91,5.2,253
1392,The Benchwarmers,0,Comedy,9957,en,6.74556,07-04-06,0,80,5.2,242
1393,Must Love Dogs,30000000,Comedy Romance,11648,en,11.120167,21-07-05,58405313,98,5.8,140
1394,Donnie Brasco,35000000,Crime Drama Thriller,9366,en,40.370442,27-02-97,41954997,127,7.4,1147
1395,Resident Evil,33000000,Horror Action Science Fiction,1576,en,40.715623,15-03-02,102984862,100,6.4,2065
1396,Poltergeist,10700000,Horror,609,en,36.230204,04-06-82,122200000,114,7,794
1397,The Ladykillers,0,Comedy Crime Thriller,5516,en,23.666229,25-03-04,0,104,6,415
1398,Max Payne,35000000,Action,13051,en,25.903237,15-10-08,85416905,100,5.2,613
1399,In Time,40000000,Action Thriller Science Fiction,49530,en,60.231382,27-10-11,173930596,109,6.7,3417
1400,The Back-Up Plan,35000000,Comedy Romance,34806,en,18.38292,23-04-10,77477008,106,5.7,458
1401,Something Borrowed,35000000,Comedy Drama Romance,49022,en,14.029012,05-05-11,59901913,112,5.9,296
1402,Black Knight,0,Adventure Comedy Fantasy,11469,en,15.913783,21-11-01,0,95,5.1,287
1403,The Bad News Bears,35000000,Comedy Family,23479,en,6.889633,07-04-76,35323292,102,6.9,97
1404,Street Fighter,35000000,Action Adventure Thriller,11667,en,19.286099,22-12-94,99423521,102,4.1,325
1405,The Pianist,35000000,Drama War,423,en,50.587541,24-09-02,120072577,150,8,1864
1406,The Nativity Story,35000000,Drama History,2447,en,3.721272,01-12-06,0,101,6.4,35
1407,House of Wax,40000000,Horror,10066,en,17.157738,30-04-05,68766121,113,5.5,677
1408,Closer,27000000,Drama Romance,2288,en,22.636908,01-12-04,115505027,104,6.7,811
1409,J. Edgar,35000000,Drama Crime History,88794,en,28.069419,09-11-11,84606030,137,6,741
1410,Mirrors,35000000,Horror Mystery Thriller,13515,en,19.774543,15-08-08,72436439,110,6,485
1411,Queen of the Damned,35000000,Drama Fantasy Horror,11979,en,11.644243,10-02-02,45479110,101,5.4,239
1412,Predator 2,35000000,Science Fiction Action Thriller,169,en,27.934978,20-11-90,57120318,108,5.9,730
1413,Untraceable,35000000,Drama,8090,en,12.677505,22-01-08,32483410,101,5.9,238
1414,Blast from the Past,35000000,Comedy Romance,11622,en,8.737058,12-02-99,40263020,112,6.3,245
1415,Flash Gordon,35000000,Science Fiction,3604,en,12.343507,01-09-80,27107960,111,6.1,233
1416,Jersey Girl,35000000,Comedy Romance,9541,en,14.699342,25-03-04,36098382,102,5.8,325
1417,Alex Cross,45000000,Action Thriller Crime Mystery,94348,en,14.513243,18-10-12,30353232,101,5.1,300
1418,Midnight in the Garden of Good and Evil,35000000,Crime Drama Mystery Thriller,8197,en,5.525544,21-11-97,25105255,155,6.3,157
1419,Heist,8900000,Crime Action Thriller,336004,en,15.079993,13-11-15,4100000,93,5.6,318
1420,Nanny McPhee and the Big Bang,35000000,Comedy Fantasy,35019,en,23.835055,26-03-10,93246388,109,6,436
1421,Hoffa,35000000,Crime History,10410,en,5.926966,25-12-92,0,140,6.1,81
1422,The X Files: I Want to Believe,30000000,Drama Mystery Science Fiction Thriller,8836,en,25.454549,24-07-08,68369434,104,5.5,523
1423,Ella Enchanted,31000000,Family Fantasy Comedy,14442,en,22.71592,09-04-04,27388767,96,5.9,437
1424,Concussion,35000000,Drama,321741,en,35.120736,12-11-15,50363790,123,7,823
1425,Abduction,35000000,Thriller Action Mystery,59965,en,19.893646,22-09-11,82087155,106,5.6,961
1426,Valiant,35000000,Animation Family Adventure,14175,en,14.051852,25-03-05,19478106,76,5.2,235
1427,Wonder Boys,35000000,Comedy Drama,11004,en,9.011729,22-02-00,0,111,6.9,161
1428,Superhero Movie,35000000,Action Comedy Science Fiction,11918,en,19.088655,27-03-08,25871834,85,4.9,379
1429,Broken City,56000000,Thriller Crime Drama,98357,en,29.490057,18-01-13,19701164,109,5.7,593
1430,Cursed,35000000,Horror Comedy,10012,en,11.195593,25-02-05,19294901,97,5.1,167
1431,Premium Rush,35000000,Crime Action Thriller,49526,en,17.709888,24-08-12,31083599,91,6.2,832
1432,Hot Pursuit,35000000,Action Comedy Crime,268920,en,18.262017,08-05-15,51680201,87,5.4,647
1433,The Four Feathers,35000000,War Adventure Drama Romance,9093,en,10.10364,08-09-02,29882645,132,6.5,159
1434,Parker,35000000,Action Crime,119283,en,28.670477,23-01-13,46216641,118,5.7,1455
1435,Wimbledon,31000000,Comedy Romance,11823,en,16.736734,13-09-04,41512007,98,6,293
1436,Furry Vengeance,35000000,Comedy,35169,en,13.668633,02-04-10,39340177,92,4.6,149
1437,Bait,30000000,Action Horror Thriller,118957,en,9.780588,05-09-12,0,93,5.3,191
1438,Krull,27000000,Fantasy Action Adventure,849,en,9.904881,29-07-83,16519460,117,5.8,129
1439,Lions for Lambs,35000000,Action Adventure Drama History,4515,en,9.789027,22-10-07,63215872,92,6,216
1440,Flight of the Intruder,35000000,Action Adventure Drama Thriller,18886,en,6.81729,18-01-91,0,115,5.7,31
1441,Walk Hard: The Dewey Cox Story,35000000,Comedy Music,6575,en,10.73522,21-12-07,18317151,96,6.6,212
1442,The Shipping News,0,Drama Romance,6440,en,11.1399,18-12-01,0,111,6.4,108
1443,American Outlaws,35000000,Action Western,13496,en,6.727949,17-08-01,13678913,94,5.7,55
1444,The Young Victoria,35000000,Drama History Romance,18320,en,16.343317,04-03-09,27409889,105,7,322
1445,Whiteout,40000000,Action Crime Mystery Thriller,22787,en,14.818718,09-09-09,12206028,101,5.3,220
1446,The Tree of Life,32000000,Drama Fantasy,8967,en,43.862456,18-05-11,54674226,139,6.5,987
1447,Knock Off,33000000,Action Adventure Thriller,37498,en,2.706207,04-09-98,0,91,4.7,64
1448,Sabotage,35000000,Action Drama Thriller Crime,144336,en,27.903999,28-03-14,17508518,110,5.5,555
1449,The Order,35000000,Drama Fantasy Horror Mystery Romance,9616,en,3.746806,05-09-03,11560806,102,4.8,91
1450,Punisher: War Zone,20500000,Action Crime,13056,en,17.112498,05-12-08,10089373,102,5.6,294
1451,Zoom,35000000,Family Fantasy Comedy,14113,en,10.304172,11-08-06,12506188,83,4.9,135
1452,The Walk,35000000,Adventure Drama Thriller,285783,en,37.335721,30-09-15,61181942,123,6.9,1121
1453,Warriors of Virtue,0,Fantasy Family Action,49478,en,0.912395,02-05-97,0,103,4.7,9
1454,A Good Year,35000000,Comedy Drama Romance,9726,en,16.782471,09-09-06,42064105,118,6.5,357
1455,Radio Flyer,35000000,Drama,20763,en,3.503408,21-02-92,4651977,114,6.6,53
1456,Bound by Honor,35000000,Action Crime Drama Thriller,9702,en,9.122828,05-02-93,0,180,7.7,115
1457,Smilla's Sense of Snow,35000000,Action Crime Drama Mystery Thriller,9311,en,5.419181,13-02-97,0,121,6.6,60
1458,Femme Fatale,35000000,Thriller Crime Romance,9280,en,9.07278,06-11-02,16838910,114,6.2,142
1459,Lion of the Desert,35000000,Action History War,26843,en,2.864979,17-04-81,0,173,7.4,34
1460,The Horseman on the Roof,35000000,War Adventure Drama Romance,11876,en,2.877488,20-09-95,15000000,135,6.7,25
1461,Ride with the Devil,38000000,Drama War Romance Western,22267,en,5.516207,24-11-99,635096,138,6.6,49
1462,Biutiful,0,Drama,45958,es,13.930763,20-10-10,25147786,148,7,291
1463,Bandidas,35000000,Action Comedy Western Crime,1969,es,20.27704,18-01-06,10496317,93,5.8,307
1464,Black Water Transit,0,Drama Crime,310706,en,0.126738,13-05-09,0,100,0,0
1465,The Maze Runner,34000000,Action Mystery Science Fiction Thriller,198663,en,131.815575,10-09-14,348319861,113,7,5371
1466,Unfinished Business,35000000,Comedy,239573,en,16.832312,05-03-15,14431253,91,5,320
1467,The Age of Innocence,34000000,Drama Romance,10436,en,9.133747,17-09-93,32255440,139,7,169
1468,The Fountain,35000000,Drama Adventure Science Fiction Romance,1381,en,24.606012,06-09-06,15304890,96,6.8,827
1469,Chill Factor,70000000,Action Comedy Thriller,2162,en,3.276912,01-09-99,11263966,101,5.3,29
1470,Stolen,35000000,Action Crime Drama Thriller,127493,en,16.830184,17-05-12,2106557,96,5.1,344
1471,Ponyo,41677699,Animation Family,12429,ja,39.58676,19-07-08,187479518,100,7.5,926
1472,The Longest Ride,34000000,Drama Romance,228205,en,41.946523,09-04-15,63013281,128,7.3,1064
1473,The Astronaut's Wife,75000000,Drama Science Fiction Thriller,2900,en,20.697556,26-08-99,19598588,109,5.4,254
1474,I Dreamed of Africa,34000000,Romance Drama Adventure,21311,en,1.656695,05-05-00,0,114,5.3,18
1475,Playing for Keeps,35000000,Comedy Romance,77875,en,17.932561,29-11-12,0,106,5.4,240
1476,Mandela: Long Walk to Freedom,35000000,Drama History,192136,en,15.50957,06-12-13,27330000,141,6.5,224
1477,Reds,32000000,Drama History,18254,en,4.602185,25-12-81,40382659,195,7.1,67
1478,A Few Good Men,40000000,Drama,881,en,40.379966,11-12-92,243240178,138,7.1,877
1479,Exit Wounds,50000000,Action Crime Thriller,10877,en,12.601306,13-03-01,79958599,101,5.3,110
1480,Big Momma's House,30000000,Crime Comedy,9600,en,24.389194,31-05-00,173959438,98,5.6,506
1481,Thunder and the House of Magic,34000000,Family Fantasy Animation Adventure,202575,en,12.867326,24-12-13,0,85,6.3,121
1482,The Darkest Hour,30000000,Horror Action Thriller Science Fiction,71469,en,23.328823,22-12-11,64626786,89,4.8,469
1483,Step Up Revolution,33000000,Music Drama Romance,85446,en,29.775441,26-07-12,140470746,99,6.7,663
1484,Snakes on a Plane,33000000,Action Crime Horror Thriller,326,en,19.642328,06-08-06,62022014,105,5.1,497
1485,The Watcher,33000000,Mystery Thriller,10685,en,7.339908,08-09-00,0,96,4.9,110
1486,The Punisher,33000000,Action Crime Drama,7220,en,35.099611,15-04-04,54700105,124,6.1,766
1487,Goal!: The Dream Begins,30000000,Drama,9763,en,16.541791,06-06-05,27610873,118,6.6,238
1488,Safe,30000000,Action Crime Thriller,72387,en,31.92695,16-04-12,40346186,94,6.3,799
1489,Pushing Tin,33000000,Comedy Drama,12596,en,9.060642,23-04-99,0,124,5.7,116
1490,Return of the Jedi,32350000,Adventure Action Science Fiction,1892,en,46.509071,23-05-83,572700000,135,7.9,4665
1491,Doomsday,30000000,Action Thriller Science Fiction,13460,en,21.538222,14-03-08,22211426,108,5.8,363
1492,The Reader,32000000,Drama Romance,8055,en,33.923786,10-12-08,113019290,124,7.2,813
1493,Wanderlust,35000000,Comedy,50647,en,20.908494,23-02-12,24159934,98,5.3,394
1494,Elf,32000000,Comedy Family Fantasy,10719,en,16.901954,09-10-03,173398518,97,6.4,987
1495,Phenomenon,32000000,Drama Fantasy Romance Science Fiction,9294,en,15.039407,05-07-96,152036382,123,6.2,323
1496,Snow Dogs,33000000,Adventure Comedy Family,11888,en,13.655735,18-01-02,0,99,5.3,185
1497,Scrooged,0,Fantasy Comedy Drama,9647,en,21.620317,22-11-88,60328000,101,6.7,390
1498,Nacho Libre,32000000,Comedy Family,9353,en,14.642055,16-06-06,80197993,92,5.6,359
1499,Bridesmaids,32500000,Comedy Romance,55721,en,17.107065,28-04-11,288383523,125,6.5,1661
1500,This Is the End,32000000,Action Comedy,109414,en,38.21708,12-06-13,126041322,107,6.3,2359
1501,Stigmata,29000000,Horror,10307,en,14.993169,10-09-99,50041732,103,6,242
1502,Men of Honor,32000000,Drama,11978,en,24.147269,13-09-00,48814909,129,7,544
1503,Takers,32000000,Action Crime Drama Thriller,22907,en,18.47242,26-08-10,69055695,107,6,394
1504,The Big Wedding,35000000,Comedy,87567,en,18.84332,25-04-13,21819348,90,5.7,414
1505,"Big Mommas: Like Father, Like Son",32000000,Crime Comedy Action,38322,en,15.901137,16-02-11,83615414,107,5.3,313
1506,Source Code,32000000,Thriller Science Fiction Mystery,45612,en,59.19888,30-03-11,147332697,93,7.1,2699
1507,Alive,32000000,Action Adventure Drama Thriller,7305,en,14.48851,15-01-93,36733909,120,6.7,374
1508,The Number 23,30000000,Thriller Drama Mystery,3594,en,23.197408,23-02-07,77566815,101,6.3,1018
1509,The Young and Prodigious T.S. Spivet,33000000,Adventure Drama Family,157841,en,10.651202,16-10-13,9494789,105,6.7,232
1510,1941,35000000,Action Comedy,11519,en,10.032626,13-12-79,31755742,113,5.6,143
1511,Dreamer: Inspired By a True Story,0,Drama Family,12920,en,6.048743,10-09-05,0,106,6.3,67
1512,A History of Violence,32000000,Drama Thriller Crime,59,en,34.628738,23-09-05,60740827,96,6.9,832
1513,Transporter 2,32000000,Action Thriller Crime,9335,en,47.5612,02-08-05,85167639,87,6.2,1061
1514,The Quick and the Dead,32000000,Action Western,12106,en,16.473355,09-02-95,18552460,107,6.3,427
1515,Laws of Attraction,28000000,Action Comedy Romance Thriller,11141,en,6.201404,04-04-04,30016165,90,5.6,104
1516,Bringing Out the Dead,32000000,Drama,8649,en,15.560918,22-10-99,0,121,6.6,225
1517,Repo Men,32000000,Action Science Fiction Thriller Crime,31867,en,25.799697,18-03-10,18409891,111,6.2,620
1518,Dragon Wars: D-War,70000000,Fantasy Drama Horror Action Thriller,10253,ko,4.822033,08-02-07,53587404,90,4,104
1519,Bogus,32000000,Fantasy Comedy Family,3587,en,3.379454,06-09-96,0,110,5.4,44
1520,The Incredible Burt Wonderstone,30000000,Comedy,124459,en,26.9385,14-03-13,27437881,100,5.3,724
1521,Cats Don't Dance,32000000,Animation Comedy Family Music,24662,en,4.098444,26-03-97,3566637,75,7.1,24
1522,Cradle Will Rock,0,Drama,32274,en,4.901553,10-12-99,0,132,7.2,18
1523,The Good German,32000000,War Crime Drama Mystery Romance,182,en,5.347936,08-12-06,5914908,108,5.9,86
1524,George and the Dragon,32000000,Adventure,5494,en,4.120549,28-03-04,0,93,5,13
1525,Apocalypse Now,31500000,Drama War,28,en,49.973462,15-08-79,89460381,153,8,2055
1526,Going the Distance,32000000,Comedy Drama Romance,38073,en,13.611544,01-09-10,42045846,102,6,262
1527,Mr. Holland's Opus,0,Music Drama Family,2054,en,6.775294,29-12-95,106269971,137,6.9,113
1528,Criminal,31500000,Action,302156,en,27.891012,14-04-16,14708696,113,5.7,557
1529,Out of Africa,31000000,Drama,606,en,13.864975,20-12-85,128499205,161,7,279
1530,Flight,31000000,Drama,87502,en,42.213765,02-11-12,161772375,138,6.5,2415
1531,Moonraker,34000000,Action Adventure Thriller Science Fiction,698,en,29.887404,26-06-79,210308099,126,5.9,541
1532,The Grand Budapest Hotel,30000000,Comedy Drama,120467,en,74.417456,26-02-14,174600318,99,8,4519
1533,Hearts in Atlantis,31000000,Drama Mystery,11313,en,7.06762,07-09-01,24185781,101,6.4,131
1534,Arachnophobia,31000000,Comedy Horror,6488,en,15.895661,09-08-90,53208180,103,6.2,433
1535,Frequency,31000000,Crime Drama Science Fiction Thriller,10559,en,19.258041,28-04-00,68106245,118,7,462
1536,Vacation,31000000,Comedy,296099,en,47.753598,28-07-15,104384188,99,6.2,1195
1537,Get Shorty,30250000,Comedy Thriller Crime,8012,en,15.585138,20-10-95,115101622,105,6.4,302
1538,Chicago,45000000,Action Comedy Crime Drama Music,1574,en,32.217425,26-12-02,306776732,113,6.9,677
1539,Big Daddy,34200000,Comedy Drama,9032,en,34.86859,25-06-99,234801895,93,6.1,875
1540,American Pie 2,30000000,Comedy Romance,2770,en,36.432598,10-08-01,287553595,108,6,1344
1541,Toy Story,30000000,Animation Comedy Family,862,en,73.640445,30-10-95,373554033,81,7.7,5269
1542,Speed,30000000,Action Adventure Crime,1637,en,49.526736,09-06-94,350448145,116,6.8,1783
1543,The Vow,30000000,Drama Romance,72570,en,26.780961,05-02-12,196114570,104,7,1293
1544,Extraordinary Measures,31000000,Drama,27569,en,6.487344,21-01-10,15134293,105,6,89
1545,Remember the Titans,30000000,Drama,10637,en,25.996219,29-09-00,136706683,113,7.4,821
1546,The Hunt for Red October,30000000,Action Adventure Thriller,1669,en,46.212155,02-03-90,199200000,134,7.2,957
1547,The Butler,25000000,Drama,132363,en,32.105328,16-08-13,115922175,132,7.2,1101
1548,DodgeBall: A True Underdog Story,20000000,Comedy,9472,en,41.156217,18-06-04,167722310,92,6.2,981
1549,The Addams Family,30000000,Horror Comedy Fantasy,2907,en,37.179547,22-11-91,191502426,99,6.7,848
1550,Ace Ventura: When Nature Calls,30000000,Crime Comedy Adventure,9273,en,34.391792,10-11-95,212385533,90,6.1,1099
1551,The Princess Diaries,37000000,Comedy Family Romance,9880,en,40.176265,03-08-01,165335153,115,6.5,1023
1552,The First Wives Club,26000000,Comedy,2925,en,10.704596,20-09-96,116400000,102,6.5,166
1553,Se7en,33000000,Crime Mystery Thriller,807,en,79.579532,22-09-95,327311859,127,8.1,5765
1554,District 9,30000000,Science Fiction,17654,en,63.13678,05-08-09,210819611,112,7.3,3382
1555,The SpongeBob SquarePants Movie,30000000,Animation Comedy Family,11836,en,27.870755,14-11-04,140161792,87,6.7,574
1556,Mystic River,25000000,Thriller Crime Drama Mystery,322,en,31.242999,07-10-03,156822020,138,7.6,1422
1557,Million Dollar Baby,30000000,Drama,70,en,70.456012,15-12-04,216763646,132,7.7,2439
1558,Analyze This,80000000,Comedy Crime,9535,en,29.415229,05-03-99,176885658,103,6.4,503
1559,The Notebook,29000000,Romance Drama,11036,en,55.109138,25-06-04,115603229,123,7.7,3067
1560,27 Dresses,30000000,Comedy Romance,6557,en,30.695228,10-01-08,160259319,111,6.1,978
1561,Hannah Montana: The Movie,35000000,Comedy Drama Family Music Romance,18126,en,13.788422,10-04-09,155545279,102,6,449
1562,Rugrats in Paris: The Movie,30,Adventure Animation Comedy Family,16340,it,4.590277,14-09-00,103,78,6,100
1563,The Prince of Tides,30000000,Drama Romance,10333,en,3.845231,25-12-91,74787599,132,5.9,56
